concept_name,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,target_concept_id,relationship_id,reverese_relationship_id,relationship_valid_start_date,relationship_end_date,invalid_reason_cr
PICC Line Cap Change,2000004001,mimiciv_proc_datetimeevents,Procedure,Procedure,,224183,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
PICC Line Insertion Date,2000004002,mimiciv_proc_datetimeevents,Procedure,Procedure,,224184,1970-01-01,2099-12-31,,4322380,Maps to,Mapped from,1970-01-01,2099-12-31,
PICC Line Change over Wire Date,2000004003,mimiciv_proc_datetimeevents,Procedure,Procedure,,224185,1970-01-01,2099-12-31,,4322380,Maps to,Mapped from,1970-01-01,2099-12-31,
PICC Line Dressing Change,2000004004,mimiciv_proc_datetimeevents,Procedure,Procedure,,224186,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
PICC Line Tubing Change,2000004005,mimiciv_proc_datetimeevents,Procedure,Procedure,,224187,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Multi Lumen Cap Change,2000004006,mimiciv_proc_datetimeevents,Procedure,Procedure,,224261,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Multi Lumen Change over Wire Date,2000004007,mimiciv_proc_datetimeevents,Procedure,Procedure,,224262,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Multi Lumen Dressing Change,2000004008,mimiciv_proc_datetimeevents,Procedure,Procedure,,224279,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Multi Lumen Insertion Date,2000004009,mimiciv_proc_datetimeevents,Procedure,Procedure,,224280,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Multi Lumen Tubing Change,2000004010,mimiciv_proc_datetimeevents,Procedure,Procedure,,224282,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Arterial line Cap Change,2000004011,mimiciv_proc_datetimeevents,Procedure,Procedure,,224284,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Arterial line Change over Wire Date,2000004012,mimiciv_proc_datetimeevents,Procedure,Procedure,,224285,1970-01-01,2099-12-31,,4213288,Maps to,Mapped from,1970-01-01,2099-12-31,
Arterial Line Dressing Change,2000004013,mimiciv_proc_datetimeevents,Procedure,Procedure,,224287,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Arterial line Insertion Date,2000004014,mimiciv_proc_datetimeevents,Procedure,Procedure,,224288,1970-01-01,2099-12-31,,4213288,Maps to,Mapped from,1970-01-01,2099-12-31,
Arterial line Tubing Change,2000004015,mimiciv_proc_datetimeevents,Procedure,Procedure,,224290,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Cordis/Introducer Cap Change,2000004016,mimiciv_proc_datetimeevents,Procedure,Procedure,,224292,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Cordis/Introducer Change over Wire Date,2000004017,mimiciv_proc_datetimeevents,Procedure,Procedure,,224293,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Cordis/Introducer Dressing Change,2000004018,mimiciv_proc_datetimeevents,Procedure,Procedure,,224295,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Cordis/Introducer Insertion Date,2000004019,mimiciv_proc_datetimeevents,Procedure,Procedure,,224296,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Cordis/Introducer Tubing Change,2000004020,mimiciv_proc_datetimeevents,Procedure,Procedure,,224298,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
GU Catheter Insertion Date,2000004021,mimiciv_proc_datetimeevents,Procedure,Procedure,,224878,1970-01-01,2099-12-31,,36715149,Maps to,Mapped from,1970-01-01,2099-12-31,
Pregnancy due date,2000004022,mimiciv_proc_datetimeevents,Procedure,Procedure,,225083,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Last dialysis,2000004023,mimiciv_proc_datetimeevents,Procedure,Procedure,,225128,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Trauma Line Cap Change,2000004024,mimiciv_proc_datetimeevents,Procedure,Procedure,,225213,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Trauma Line Change over Wire Date,2000004025,mimiciv_proc_datetimeevents,Procedure,Procedure,,225214,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Trauma Line Dressing Change,2000004026,mimiciv_proc_datetimeevents,Procedure,Procedure,,225216,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Trauma Line Tubing Change,2000004027,mimiciv_proc_datetimeevents,Procedure,Procedure,,225218,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
CCO PAC Cap Change,2000004028,mimiciv_proc_datetimeevents,Procedure,Procedure,,225221,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
CCO PAC Change over Wire Date,2000004029,mimiciv_proc_datetimeevents,Procedure,Procedure,,225222,1970-01-01,2099-12-31,,4305794,Maps to,Mapped from,1970-01-01,2099-12-31,
CCO PAC Dressing Change,2000004030,mimiciv_proc_datetimeevents,Procedure,Procedure,,225224,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
CCO PAC Tubing Change,2000004031,mimiciv_proc_datetimeevents,Procedure,Procedure,,225226,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
CCO PAC Insertion Date,2000004032,mimiciv_proc_datetimeevents,Procedure,Procedure,,225316,1970-01-01,2099-12-31,,4305794,Maps to,Mapped from,1970-01-01,2099-12-31,
Trauma Line Insertion Date,2000004033,mimiciv_proc_datetimeevents,Procedure,Procedure,,225317,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Dialysis Catheter Cap Change,2000004034,mimiciv_proc_datetimeevents,Procedure,Procedure,,225318,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Dialysis Catheter Change over Wire Date,2000004035,mimiciv_proc_datetimeevents,Procedure,Procedure,,225319,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
