concept_name,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,target_concept_id,relationship_id,reverese_relationship_id,relationship_valid_start_date,relationship_end_date,invalid_reason_cr
Insertion of catheter into peripheral vein,2000004001,mimiciv_proc_datetimeevents,Procedure,Procedure,,14 Gauge Insertion Date,1970-01-01,2099-12-31,,42536500,Maps to,Mapped from,1970-01-01,2099-12-31,
Insertion of catheter into peripheral vein,2000004002,mimiciv_proc_datetimeevents,Procedure,Procedure,,16 Gauge Insertion Date,1970-01-01,2099-12-31,,42536500,Maps to,Mapped from,1970-01-01,2099-12-31,
Insertion of catheter into peripheral vein,2000004003,mimiciv_proc_datetimeevents,Procedure,Procedure,,18 Gauge Insertion Date,1970-01-01,2099-12-31,,42536500,Maps to,Mapped from,1970-01-01,2099-12-31,
Insertion of catheter into peripheral vein,2000004004,mimiciv_proc_datetimeevents,Procedure,Procedure,,20 Gauge Insertion Date,1970-01-01,2099-12-31,,42536500,Maps to,Mapped from,1970-01-01,2099-12-31,
Insertion of catheter into peripheral vein,2000004005,mimiciv_proc_datetimeevents,Procedure,Procedure,,22 Gauge Insertion Date,1970-01-01,2099-12-31,,42536500,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004006,mimiciv_proc_datetimeevents,Procedure,Procedure,,Arterial line Cap Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Insertion of catheter into artery,2000004007,mimiciv_proc_datetimeevents,Procedure,Procedure,,Arterial line Change over Wire Date,1970-01-01,2099-12-31,,4213288,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004008,mimiciv_proc_datetimeevents,Procedure,Procedure,,Arterial Line Dressing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Insertion of catheter into artery,2000004009,mimiciv_proc_datetimeevents,Procedure,Procedure,,Arterial line Insertion Date,1970-01-01,2099-12-31,,4213288,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004010,mimiciv_proc_datetimeevents,Procedure,Procedure,,Arterial line Tubing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004011,mimiciv_proc_datetimeevents,Procedure,Procedure,,AVA Cap Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Open insertion of central venous catheter,2000004012,mimiciv_proc_datetimeevents,Procedure,Procedure,,AVA Change over Wire Date,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004013,mimiciv_proc_datetimeevents,Procedure,Procedure,,AVA Dressing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Open insertion of central venous catheter,2000004014,mimiciv_proc_datetimeevents,Procedure,Procedure,,AVA Insertion Date,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004015,mimiciv_proc_datetimeevents,Procedure,Procedure,,AVA Tubing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004016,mimiciv_proc_datetimeevents,Procedure,Procedure,,CCO PAC Cap Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Introduction of catheter into pulmonary artery,2000004017,mimiciv_proc_datetimeevents,Procedure,Procedure,,CCO PAC Change over Wire Date,1970-01-01,2099-12-31,,4305794,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004018,mimiciv_proc_datetimeevents,Procedure,Procedure,,CCO PAC Dressing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Introduction of catheter into pulmonary artery,2000004019,mimiciv_proc_datetimeevents,Procedure,Procedure,,CCO PAC Insertion Date,1970-01-01,2099-12-31,,4305794,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004020,mimiciv_proc_datetimeevents,Procedure,Procedure,,CCO PAC Tubing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004021,mimiciv_proc_datetimeevents,Procedure,Procedure,,Cordis/Introducer Cap Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004022,mimiciv_proc_datetimeevents,Procedure,Procedure,,Cordis/Introducer Change over Wire Date,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004023,mimiciv_proc_datetimeevents,Procedure,Procedure,,Cordis/Introducer Dressing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Open insertion of central venous catheter,2000004024,mimiciv_proc_datetimeevents,Procedure,Procedure,,Cordis/Introducer Insertion Date,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004025,mimiciv_proc_datetimeevents,Procedure,Procedure,,Cordis/Introducer Tubing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Date - Student,2000004026,mimiciv_proc_datetimeevents,Procedure,Procedure,,Date - Student,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Date - Therapist,2000004027,mimiciv_proc_datetimeevents,Procedure,Procedure,,Date - Therapist,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Date of Birth,2000004028,mimiciv_proc_datetimeevents,Procedure,Procedure,,Date of Birth,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004029,mimiciv_proc_datetimeevents,Procedure,Procedure,,Dialysis Catheter Cap Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Open insertion of central venous catheter,2000004030,mimiciv_proc_datetimeevents,Procedure,Procedure,,Dialysis Catheter Change over Wire Date,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004031,mimiciv_proc_datetimeevents,Procedure,Procedure,,Dialysis Catheter Dressing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Open insertion of central venous catheter,2000004032,mimiciv_proc_datetimeevents,Procedure,Procedure,,Dialysis Catheter Insertion Date,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004033,mimiciv_proc_datetimeevents,Procedure,Procedure,,Dialysis CatheterTubing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Equip Change [MM],2000004034,mimiciv_proc_datetimeevents,Procedure,Procedure,,Equip Change [MM],1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004035,mimiciv_proc_datetimeevents,Procedure,Procedure,,GU Catheter D/C Date,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Introduction of urinary catheter,2000004036,mimiciv_proc_datetimeevents,Procedure,Procedure,,GU Catheter Insertion Date,1970-01-01,2099-12-31,,36715149,Maps to,Mapped from,1970-01-01,2099-12-31,
Hospital Admit Date,2000004037,mimiciv_proc_datetimeevents,Procedure,Procedure,,Hospital Admit Date,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Percutaneous insertion of intra-aortic balloon catheter,2000004038,mimiciv_proc_datetimeevents,Procedure,Procedure,,IABP Change over Wire Date,1970-01-01,2099-12-31,,4309033,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004039,mimiciv_proc_datetimeevents,Procedure,Procedure,,IABP Dressing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Percutaneous insertion of intra-aortic balloon catheter,2000004040,mimiciv_proc_datetimeevents,Procedure,Procedure,,IABP Insertion Date,1970-01-01,2099-12-31,,4309033,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004041,mimiciv_proc_datetimeevents,Procedure,Procedure,,IABP Tubing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004042,mimiciv_proc_datetimeevents,Procedure,Procedure,,ICP Line Dressing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Introduction of intracranial pressure catheter,2000004043,mimiciv_proc_datetimeevents,Procedure,Procedure,,ICP Line Insertion Date,1970-01-01,2099-12-31,,4048955,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004044,mimiciv_proc_datetimeevents,Procedure,Procedure,,ICP Line Tubing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired skin integrity,2000004045,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impaired Skin  - Dressing Change #1,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired skin integrity,2000004046,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impaired Skin  - Dressing Change #10,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired skin integrity,2000004047,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impaired Skin  - Dressing Change #2,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired skin integrity,2000004048,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impaired Skin  - Dressing Change #3,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired skin integrity,2000004049,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impaired Skin  - Dressing Change #4,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired skin integrity,2000004050,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impaired Skin  - Dressing Change #5,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired skin integrity,2000004051,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impaired Skin  - Dressing Change #6,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired skin integrity,2000004052,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impaired Skin  - Dressing Change #7,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired skin integrity,2000004053,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impaired Skin  - Dressing Change #8,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Impaired skin integrity,2000004054,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impaired Skin  - Dressing Change #9,1970-01-01,2099-12-31,,4195428,Maps to,Mapped from,1970-01-01,2099-12-31,
Implantation of heart assist system,2000004055,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impella Aortic Pressure Tubing Change,1970-01-01,2099-12-31,,4275142,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004056,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impella Daily Tubing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004057,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impella Dressing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Implantation of heart assist system,2000004058,mimiciv_proc_datetimeevents,Procedure,Procedure,,Impella Insertion Date,1970-01-01,2099-12-31,,4275142,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004059,mimiciv_proc_datetimeevents,Procedure,Procedure,,In-Line Sx Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004060,mimiciv_proc_datetimeevents,Procedure,Procedure,,Indwelling (PortaCath) Dressing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004061,mimiciv_proc_datetimeevents,Procedure,Procedure,,Indwelling (PortaCath) Port #1 Date Accessed,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004062,mimiciv_proc_datetimeevents,Procedure,Procedure,,Indwelling (PortaCath) Port #1 Date De-accessed,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004063,mimiciv_proc_datetimeevents,Procedure,Procedure,,Indwelling (PortaCath) Port #2 Date Accessed,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004064,mimiciv_proc_datetimeevents,Procedure,Procedure,,Indwelling (PortaCath) Port #2 Date De-accessed,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004065,mimiciv_proc_datetimeevents,Procedure,Procedure,,Indwelling Port (PortaCath) Cap Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Insertion of implantable venous access port,2000004066,mimiciv_proc_datetimeevents,Procedure,Procedure,,Indwelling Port (PortaCath) Insertion Date,1970-01-01,2099-12-31,,4197894,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004067,mimiciv_proc_datetimeevents,Procedure,Procedure,,Indwelling Port (PortaCath)Tubing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004068,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#1 Cap Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004069,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#1 Dsg Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004070,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#1 Tubing Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004071,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#2 Cap Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004072,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#2 Dsg Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004073,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#2 Tubing Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004074,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#3 Cap Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004075,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#3 Dsg Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004076,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#3 Tubing Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004077,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#4 Cap Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004078,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#4 Dsg Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004079,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#4 Tubing Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004080,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#5 Cap Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004081,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#5 Dsg Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004082,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#5 Tubing Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004083,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#6 Cap Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004084,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#6 Dsg Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004085,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#6 Tubing Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004086,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#7 Cap Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004087,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#7 Dsg Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004088,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#7 Tubing Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004089,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#8 Cap Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004090,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#8 Dsg Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004091,mimiciv_proc_datetimeevents,Procedure,Procedure,,INV#8 Tubing Change [MM],1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Insertion of needle for intraosseous infusion,2000004092,mimiciv_proc_datetimeevents,Procedure,Procedure,,IO Insertion Date,1970-01-01,2099-12-31,,4257889,Maps to,Mapped from,1970-01-01,2099-12-31,
Last dialysis,2000004093,mimiciv_proc_datetimeevents,Procedure,Procedure,,Last dialysis,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Last menses,2000004094,mimiciv_proc_datetimeevents,Procedure,Procedure,,Last menses,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004095,mimiciv_proc_datetimeevents,Procedure,Procedure,,Midline Cap Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Ultrasonography guided insertion of midline intravenous catheter,2000004096,mimiciv_proc_datetimeevents,Procedure,Procedure,,Midline Change over Wire Date,1970-01-01,2099-12-31,,42689574,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004097,mimiciv_proc_datetimeevents,Procedure,Procedure,,Midline Dressing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Ultrasonography guided insertion of midline intravenous catheter,2000004098,mimiciv_proc_datetimeevents,Procedure,Procedure,,Midline Insertion Date,1970-01-01,2099-12-31,,42689574,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004099,mimiciv_proc_datetimeevents,Procedure,Procedure,,Midline Tubing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004100,mimiciv_proc_datetimeevents,Procedure,Procedure,,Multi Lumen Cap Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Open insertion of central venous catheter,2000004101,mimiciv_proc_datetimeevents,Procedure,Procedure,,Multi Lumen Change over Wire Date,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
Catheter procedure,2000004102,mimiciv_proc_datetimeevents,Procedure,Procedure,,Multi Lumen Dressing Change,1970-01-01,2099-12-31,,4078442,Maps to,Mapped from,1970-01-01,2099-12-31,
Open insertion of central venous catheter,2000004103,mimiciv_proc_datetimeevents,Procedure,Procedure,,Multi Lumen Insertion Date,1970-01-01,2099-12-31,,4141149,Maps to,Mapped from,1970-01-01,2099-12-31,
