"concept_name","source_concept_id","source_vocabulary_id","source_domain_id","source_concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason","target_concept_id","relationship_id","reverese_relationship_id","relationship_valid_start_date","relationship_end_date","invalid_reason_cr"
"AMBULATORY SURGERY TRANSFER",2000001601,"mimiciv_vis_admission_location","Visit","Visit",,"AMBULATORY SURGERY TRANSFER","1970-01-01","2099-12-31",,8883,"Maps to","Mapped from","1970-01-01","2099-12-31",
"CLINIC REFERRAL",2000001602,"mimiciv_vis_admission_location","Visit","Visit",,"CLINIC REFERRAL","1970-01-01","2099-12-31",,38004207,"Maps to","Mapped from","1970-01-01","2099-12-31",
"EMERGENCY ROOM",2000001603,"mimiciv_vis_admission_location","Visit","Visit",,"EMERGENCY ROOM","1970-01-01","2099-12-31",,8870,"Maps to","Mapped from","1970-01-01","2099-12-31",
"INFORMATION NOT AVAILABLE",2000001604,"mimiciv_vis_admission_location","Visit","Visit",,"INFORMATION NOT AVAILABLE","1970-01-01","2099-12-31",,21498751,"Maps to","Mapped from","1970-01-01","2099-12-31",
"INTERNAL TRANSFER TO OR FROM PSYCH",2000001605,"mimiciv_vis_admission_location","Visit","Visit",,"INTERNAL TRANSFER TO OR FROM PSYCH","1970-01-01","2099-12-31",,8971,"Maps to","Mapped from","1970-01-01","2099-12-31",
"PACU",2000001606,"mimiciv_vis_admission_location","Visit","Visit",,"PACU","1970-01-01","2099-12-31",,4134563,"Maps to","Mapped from","1970-01-01","2099-12-31",
"PHYSICIAN REFERRAL",2000001607,"mimiciv_vis_admission_location","Visit","Visit",,"PHYSICIAN REFERRAL","1970-01-01","2099-12-31",,38004207,"Maps to","Mapped from","1970-01-01","2099-12-31",
"TRANSFER FROM HOSPITAL",2000001608,"mimiciv_vis_admission_location","Visit","Visit",,"TRANSFER FROM HOSPITAL","1970-01-01","2099-12-31",,8717,"Maps to","Mapped from","1970-01-01","2099-12-31",
"TRANSFER FROM SKILLED NURSING FACILITY",2000001609,"mimiciv_vis_admission_location","Visit","Visit",,"TRANSFER FROM SKILLED NURSING FACILITY","1970-01-01","2099-12-31",,8863,"Maps to","Mapped from","1970-01-01","2099-12-31",
"Med/Surg",2000001610,"mimiciv_vis_admission_location","Observation","Location",,"Med/Surg",1970-01-01,2099-12-31,,4160026,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Neurology",2000001611,"mimiciv_vis_admission_location","Observation","Location",,"Neurology",1970-01-01,2099-12-31,,4150070,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Hematology/Oncology",2000001612,"mimiciv_vis_admission_location","Observation","Location",,"Hematology/Oncology",1970-01-01,2099-12-31,,4150076,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Vascular",2000001613,"mimiciv_vis_admission_location","Observation","Location",,"Vascular",1970-01-01,2099-12-31,,4150086,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Transplant",2000001614,"mimiciv_vis_admission_location","Observation","Location",,"Transplant",1970-01-01,2099-12-31,,4147111,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Neonatal Intensive Care Unit (NICU)",2000001615,"mimiciv_vis_admission_location","Observation","Location",,"Neonatal Intensive Care Unit (NICU)",1970-01-01,2099-12-31,,4231410,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Med/Surg/Trauma",2000001616,"mimiciv_vis_admission_location","Observation","Location",,"Med/Surg/Trauma",1970-01-01,2099-12-31,,4160026,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Med/Surg/GYN",2000001617,"mimiciv_vis_admission_location","Observation","Location",,"Med/Surg/GYN",1970-01-01,2099-12-31,,4160026,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Labor & Delivery",2000001618,"mimiciv_vis_admission_location","Observation","Location",,"Labor & Delivery",1970-01-01,2099-12-31,,4226137,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Medical Intensive Care Unit (MICU)",2000001619,"mimiciv_vis_admission_location","Observation","Location",,"Medical Intensive Care Unit (MICU)",1970-01-01,2099-12-31,,40481392,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Surgery/Trauma",2000001620,"mimiciv_vis_admission_location","Observation","Location",,"Surgery/Trauma",1970-01-01,2099-12-31,,4148517,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Cardiac Surgery",2000001621,"mimiciv_vis_admission_location","Observation","Location",,"Cardiac Surgery",1970-01-01,2099-12-31,,4148511,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Medical/Surgical Intensive Care Unit (MICU/SICU)",2000001622,"mimiciv_vis_admission_location","Visit","Visit",,"Medical/Surgical Intensive Care Unit (MICU/SICU)",1970-01-01,2099-12-31,,32037,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Cardiac Vascular Intensive Care Unit (CVICU)",2000001623,"mimiciv_vis_admission_location","Observation","Location",,"Cardiac Vascular Intensive Care Unit (CVICU)",1970-01-01,2099-12-31,,4149943,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Obstetrics (Postpartum & Antepartum)",2000001624,"mimiciv_vis_admission_location","Observation","Location",,"Obstetrics (Postpartum & Antepartum)",1970-01-01,2099-12-31,,4148986,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Surgical Intensive Care Unit (SICU)",2000001625,"mimiciv_vis_admission_location","Observation","Location",,"Surgical Intensive Care Unit (SICU)",1970-01-01,2099-12-31,,4305366,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Psychiatry",2000001626,"mimiciv_vis_admission_location","Observation","Location",,"Psychiatry",1970-01-01,2099-12-31,,4150077,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Trauma SICU (TSICU)",2000001627,"mimiciv_vis_admission_location","Observation","Location",,"Trauma SICU (TSICU)",1970-01-01,2099-12-31,,763903,"Maps to","Mapped from",1970-01-01,2099-12-31,
"Hematology/Oncology Intermediate",2000001628,"mimiciv_vis_admission_location","Observation","Location",,"Hematology/Oncology Intermediate",1970-01-01,2099-12-31,,4150076,"Maps to","Mapped from",1970-01-01,2099-12-31,
