concept_name,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,target_concept_id,relationship_id,reverese_relationship_id,relationship_valid_start_date,relationship_end_date,invalid_reason_cr
Stool,2000051001,mimiciv_outputevents,Measurement,Clinical Observation,,226579,1970-01-01,2099-12-31,,3011087,Maps to,Mapped from,1970-01-01,2099-12-31,
Fecal Bag,2000051002,mimiciv_outputevents,Measurement,Clinical Observation,,226580,1970-01-01,2099-12-31,,3011087,Maps to,Mapped from,1970-01-01,2099-12-31,
Ostomy (output),2000051003,mimiciv_outputevents,Measurement,Clinical Observation,,226582,1970-01-01,2099-12-31,,3011087,Maps to,Mapped from,1970-01-01,2099-12-31,
Rectal Tube,2000051004,mimiciv_outputevents,Measurement,Clinical Observation,,226583,1970-01-01,2099-12-31,,3011087,Maps to,Mapped from,1970-01-01,2099-12-31,
Jejunostomy,2000051005,mimiciv_outputevents,Measurement,Clinical Observation,,226574,1970-01-01,2099-12-31,,3011087,Maps to,Mapped from,1970-01-01,2099-12-31,
Emesis,2000051006,mimiciv_outputevents,Measurement,Clinical Observation,,226571,1970-01-01,2099-12-31,,3028277,Maps to,Mapped from,1970-01-01,2099-12-31,
OR EBL,2000051007,mimiciv_outputevents,Measurement,Clinical Observation,,226626,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
Tap,2000051008,mimiciv_outputevents,Measurement,Clinical Observation,,226625,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
T Tube,2000051009,mimiciv_outputevents,Measurement,Clinical Observation,,226603,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
Hemovac #1,2000051010,mimiciv_outputevents,Measurement,Clinical Observation,,226604,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
Sump #1,2000051011,mimiciv_outputevents,Measurement,Clinical Observation,,226617,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
PACU EBL,2000051012,mimiciv_outputevents,Measurement,Clinical Observation,,226629,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
Lumbar,2000051013,mimiciv_outputevents,Measurement,Clinical Observation,,226610,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
Hemovac #2,2000051014,mimiciv_outputevents,Measurement,Clinical Observation,,226605,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
Sump #2,2000051015,mimiciv_outputevents,Measurement,Clinical Observation,,226618,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
Blakemore,2000051016,mimiciv_outputevents,Measurement,Clinical Observation,,226570,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
Red Rubber,2000051017,mimiciv_outputevents,Measurement,Clinical Observation,,226622,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
Davol,2000051018,mimiciv_outputevents,Measurement,Clinical Observation,,226621,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
Anderson,2000051019,mimiciv_outputevents,Measurement,Clinical Observation,,226616,1970-01-01,2099-12-31,,3037537,Maps to,Mapped from,1970-01-01,2099-12-31,
Chest Tube #1,2000051020,mimiciv_outputevents,Measurement,Clinical Observation,,226588,1970-01-01,2099-12-31,,3026556,Maps to,Mapped from,1970-01-01,2099-12-31,
Chest Tube #2,2000051021,mimiciv_outputevents,Measurement,Clinical Observation,,226589,1970-01-01,2099-12-31,,3026556,Maps to,Mapped from,1970-01-01,2099-12-31,
L Pleural #1,2000051022,mimiciv_outputevents,Measurement,Clinical Observation,,226590,1970-01-01,2099-12-31,,3026556,Maps to,Mapped from,1970-01-01,2099-12-31,
R Pleural #1,2000051023,mimiciv_outputevents,Measurement,Clinical Observation,,226593,1970-01-01,2099-12-31,,3026556,Maps to,Mapped from,1970-01-01,2099-12-31,
Mediastinal,2000051024,mimiciv_outputevents,Measurement,Clinical Observation,,226592,1970-01-01,2099-12-31,,3026556,Maps to,Mapped from,1970-01-01,2099-12-31,
Pericardial,2000051025,mimiciv_outputevents,Measurement,Clinical Observation,,226612,1970-01-01,2099-12-31,,3026556,Maps to,Mapped from,1970-01-01,2099-12-31,
L Pleural #2,2000051026,mimiciv_outputevents,Measurement,Clinical Observation,,226591,1970-01-01,2099-12-31,,3026556,Maps to,Mapped from,1970-01-01,2099-12-31,
R Pleural #2,2000051027,mimiciv_outputevents,Measurement,Clinical Observation,,226595,1970-01-01,2099-12-31,,3026556,Maps to,Mapped from,1970-01-01,2099-12-31,
Nasogastric,2000051028,mimiciv_outputevents,Measurement,Clinical Observation,,226575,1970-01-01,2099-12-31,,43533729,Maps to,Mapped from,1970-01-01,2099-12-31,
Oral Gastric,2000051029,mimiciv_outputevents,Measurement,Clinical Observation,,226576,1970-01-01,2099-12-31,,43533729,Maps to,Mapped from,1970-01-01,2099-12-31,
TF Residual,2000051030,mimiciv_outputevents,Measurement,Clinical Observation,,227510,1970-01-01,2099-12-31,,0,Maps to,Mapped from,1970-01-01,2099-12-31,
Gastric Tube,2000051031,mimiciv_outputevents,Measurement,Clinical Observation,,226573,1970-01-01,2099-12-31,,43533729,Maps to,Mapped from,1970-01-01,2099-12-31,
TF Residual Output,2000051032,mimiciv_outputevents,Measurement,Clinical Observation,,227511,1970-01-01,2099-12-31,,43533729,Maps to,Mapped from,1970-01-01,2099-12-31,
PACU Gastric,2000051033,mimiciv_outputevents,Measurement,Clinical Observation,,226630,1970-01-01,2099-12-31,,43533729,Maps to,Mapped from,1970-01-01,2099-12-31,
