concept_name,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,target_concept_id,relationship_id,reverese_relationship_id,relationship_valid_start_date,relationship_end_date,invalid_reason_cr
PR,2000002001,mimiciv_drug_route,Route,Qualifier Value,,PR,1970-01-01,2099-12-31,,4115462,Maps to,Mapped from,1970-01-01,2099-12-31,
RECTAL,2000002002,mimiciv_drug_route,Route,Qualifier Value,,RECTAL,1970-01-01,2099-12-31,,4115462,Maps to,Mapped from,1970-01-01,2099-12-31,
DIALYS,2000002003,mimiciv_drug_route,Route,Qualifier Value,,DIALYS,1970-01-01,2099-12-31,,45956871,Maps to,Mapped from,1970-01-01,2099-12-31,
REPLACE,2000002004,mimiciv_drug_route,Route,Qualifier Value,,REPLACE,1970-01-01,2099-12-31,,45956871,Maps to,Mapped from,1970-01-01,2099-12-31,
IH,2000002005,mimiciv_drug_route,Route,Qualifier Value,,IH,1970-01-01,2099-12-31,,45956874,Maps to,Mapped from,1970-01-01,2099-12-31,
NEB,2000002006,mimiciv_drug_route,Route,Qualifier Value,,NEB,1970-01-01,2099-12-31,,45956874,Maps to,Mapped from,1970-01-01,2099-12-31,
IN,2000002007,mimiciv_drug_route,Route,Qualifier Value,,IN,1970-01-01,2099-12-31,,45956874,Maps to,Mapped from,1970-01-01,2099-12-31,
INHALATION,2000002008,mimiciv_drug_route,Route,Qualifier Value,,INHALATION,1970-01-01,2099-12-31,,45956874,Maps to,Mapped from,1970-01-01,2099-12-31,
AERO,2000002009,mimiciv_drug_route,Route,Qualifier Value,,AERO,1970-01-01,2099-12-31,,45956874,Maps to,Mapped from,1970-01-01,2099-12-31,
SL,2000002010,mimiciv_drug_route,Route,Qualifier Value,,SL,1970-01-01,2099-12-31,,4292110,Maps to,Mapped from,1970-01-01,2099-12-31,
PERIPHNERVE,2000002011,mimiciv_drug_route,Route,Qualifier Value,,PERIPHNERVE,1970-01-01,2099-12-31,,45956879,Maps to,Mapped from,1970-01-01,2099-12-31,
AXILLARY,2000002012,mimiciv_drug_route,Route,Qualifier Value,,AXILLARY,1970-01-01,2099-12-31,,45956879,Maps to,Mapped from,1970-01-01,2099-12-31,
ED,2000002013,mimiciv_drug_route,Route,Qualifier Value,,ED,1970-01-01,2099-12-31,,4225555,Maps to,Mapped from,1970-01-01,2099-12-31,
INTERSPACE,2000002014,mimiciv_drug_route,Route,Qualifier Value,,INTERSPACE,1970-01-01,2099-12-31,,4225555,Maps to,Mapped from,1970-01-01,2099-12-31,
IM,2000002015,mimiciv_drug_route,Route,Qualifier Value,,IM,1970-01-01,2099-12-31,,4302612,Maps to,Mapped from,1970-01-01,2099-12-31,
NAS,2000002016,mimiciv_drug_route,Route,Qualifier Value,,NAS,1970-01-01,2099-12-31,,4128792,Maps to,Mapped from,1970-01-01,2099-12-31,
NS,2000002017,mimiciv_drug_route,Route,Qualifier Value,,NS,1970-01-01,2099-12-31,,4128792,Maps to,Mapped from,1970-01-01,2099-12-31,
ND,2000002018,mimiciv_drug_route,Route,Qualifier Value,,ND,1970-01-01,2099-12-31,,4128792,Maps to,Mapped from,1970-01-01,2099-12-31,
PO,2000002019,mimiciv_drug_route,Route,Qualifier Value,,PO,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
PO/NG,2000002020,mimiciv_drug_route,Route,Qualifier Value,,PO/NG,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
NG,2000002021,mimiciv_drug_route,Route,Qualifier Value,,NG,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
ORAL,2000002022,mimiciv_drug_route,Route,Qualifier Value,,ORAL,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
G TUBE,2000002023,mimiciv_drug_route,Route,Qualifier Value,,G TUBE,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
J TUBE,2000002024,mimiciv_drug_route,Route,Qualifier Value,,J TUBE,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
OG,2000002025,mimiciv_drug_route,Route,Qualifier Value,,OG,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
NG/OG,2000002026,mimiciv_drug_route,Route,Qualifier Value,,NG/OG,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
PO/OG,2000002027,mimiciv_drug_route,Route,Qualifier Value,,PO/OG,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
PO OR ENTERAL TUBE,2000002028,mimiciv_drug_route,Route,Qualifier Value,,PO OR ENTERAL TUBE,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
ENTERAL TUBE ONLY ? NOT ORAL,2000002029,mimiciv_drug_route,Route,Qualifier Value,,ENTERAL TUBE ONLY ? NOT ORAL,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
PO/PR,2000002030,mimiciv_drug_route,Route,Qualifier Value,,PO/PR,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
PO/IV,2000002031,mimiciv_drug_route,Route,Qualifier Value,,PO/IV,1970-01-01,2099-12-31,,4128794,Maps to,Mapped from,1970-01-01,2099-12-31,
