concept_name,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,target_concept_id,relationship_id,reverese_relationship_id,relationship_valid_start_date,relationship_end_date,invalid_reason_cr
Abdominal Pain,2000020001,mimiciv_obs_drgcodes,Observation,MS-DRG,,Abdominal Pain,1970-01-01,2099-12-31,,200219,Maps to,Mapped from,1970-01-01,2099-12-31,
"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",2000020002,mimiciv_obs_drgcodes,Observation,MS-DRG,,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",1970-01-01,2099-12-31,,38001490,Maps to,Mapped from,1970-01-01,2099-12-31,
ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,2000020003,mimiciv_obs_drgcodes,Observation,MS-DRG,,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,1970-01-01,2099-12-31,,38001567,Maps to,Mapped from,1970-01-01,2099-12-31,
ACUTE ISCHEMIC STROKE WITH USE OF THROMBOLYTIC AGENT,2000020004,mimiciv_obs_drgcodes,Observation,MS-DRG,,ACUTE ISCHEMIC STROKE WITH USE OF THROMBOLYTIC AGENT,1970-01-01,2099-12-31,,38000936,Maps to,Mapped from,1970-01-01,2099-12-31,
ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,2000020005,mimiciv_obs_drgcodes,Observation,MS-DRG,,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,1970-01-01,2099-12-31,,38000935,Maps to,Mapped from,1970-01-01,2099-12-31,
ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,2000020006,mimiciv_obs_drgcodes,Observation,MS-DRG,,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,1970-01-01,2099-12-31,,38000934,Maps to,Mapped from,1970-01-01,2099-12-31,
ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,2000020007,mimiciv_obs_drgcodes,Observation,MS-DRG,,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,1970-01-01,2099-12-31,,38000936,Maps to,Mapped from,1970-01-01,2099-12-31,
Acute Leukemia,2000020008,mimiciv_obs_drgcodes,Observation,MS-DRG,,Acute Leukemia,1970-01-01,2099-12-31,,138708,Maps to,Mapped from,1970-01-01,2099-12-31,
ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,2000020009,mimiciv_obs_drgcodes,Observation,MS-DRG,,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,1970-01-01,2099-12-31,,38001534,Maps to,Mapped from,1970-01-01,2099-12-31,
ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,2000020010,mimiciv_obs_drgcodes,Observation,MS-DRG,,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,1970-01-01,2099-12-31,,38001533,Maps to,Mapped from,1970-01-01,2099-12-31,
ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,2000020011,mimiciv_obs_drgcodes,Observation,MS-DRG,,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,1970-01-01,2099-12-31,,38001535,Maps to,Mapped from,1970-01-01,2099-12-31,
